Error J1	Error J2	Position J1	Position J2	desTorque1	desTorque2	coriolis1	coriolis2	grav1	grav2	time	
0.961031	-5.86809	-3.05543	5.86809	-4.96273	-2.82907	0.280314	-0.0204382	23.254	31.7568	1.53333	
0.958543	-5.85606	-3.05294	5.85606	1.55331	0.890449	0.299882	-0.0218509	23.8958	32.6435	1.5579	
0.958535	-5.85602	-3.05293	5.85602	-2.83045	-1.61926	0.294138	-0.0214323	23.898	32.6464	1.5579	
0.957889	-5.8529	-3.05228	5.8529	-1.70087	-0.973548	0.305424	-0.022251	24.0642	32.8761	1.56431	
0.955817	-5.84287	-3.05021	5.84287	0.822067	0.473943	0.305728	-0.0222613	24.5959	33.6118	1.58356	
0.955891	-5.84323	-3.05029	5.84323	-2.96259	-1.702	0.312274	-0.0227383	24.5771	33.5857	1.58356	
0.957634	-5.85166	-3.05203	5.85166	-5.92035	-3.39301	0.301241	-0.0219449	24.1298	32.9669	1.56667	
0.954567	-5.83682	-3.04896	5.83682	2.57674	1.48593	0.324552	-0.0236242	24.916	34.0548	1.59639	
0.954559	-5.83678	-3.04895	5.83678	-2.81146	-1.61858	0.317035	-0.0230769	24.9181	34.0578	1.59639	
0.953904	-5.83361	-3.0483	5.83361	-1.66993	-0.961882	0.330348	-0.0240419	25.0854	34.2895	1.6028	
0.95178	-5.82333	-3.04617	5.82333	0.921078	0.53455	0.330392	-0.024032	25.6269	35.0399	1.62205	
0.951866	-5.82375	-3.04626	5.82375	-2.9656	-1.71497	0.337287	-0.0245339	25.6048	35.0093	1.62205	
0.954181	-5.83495	-3.04858	5.83495	-6.90299	-3.97841	0.323228	-0.0235255	25.0146	34.1914	1.6	
0.950518	-5.81723	-3.04491	5.81723	3.62296	2.10307	0.350285	-0.0254705	25.9473	35.4844	1.63488	
0.95051	-5.81719	-3.04491	5.81719	-2.7917	-1.61802	0.340774	-0.0247786	25.9494	35.4873	1.63488	
0.949847	-5.81398	-3.04424	5.81398	-1.63927	-0.95056	0.35633	-0.0259054	26.1177	35.7208	1.64129	
0.94767	-5.80344	-3.04207	5.80344	1.01863	0.595349	0.356089	-0.0258735	26.6682	36.4853	1.66054	
0.947771	-5.80392	-3.04217	5.80392	-2.96827	-1.72854	0.363329	-0.0264	26.643	36.4502	1.66054	
0.950674	-5.81798	-3.04507	5.81798	-7.90796	-4.58456	0.345926	-0.0251546	25.9078	35.4295	1.63333	
0.946399	-5.79728	-3.04079	5.79728	4.68902	2.74126	0.377061	-0.027388	26.9887	36.9307	1.67337	
0.946391	-5.79724	-3.04079	5.79724	-2.77118	-1.61757	0.365322	-0.026535	26.9908	36.9337	1.67337	
0.94572	-5.79399	-3.04011	5.79399	-1.60889	-0.939572	0.383349	-0.0278396	27.1598	37.1686	1.67979	
0.943491	-5.7832	-3.03789	5.7832	1.11462	0.656352	0.382798	-0.0277838	27.7189	37.9467	1.69903	
0.943605	-5.78375	-3.038	5.78375	-2.97056	-1.7427	0.390377	-0.0283343	27.6904	37.907	1.69903	
0.947114	-5.80074	-3.04151	5.80074	-8.93249	-5.21073	0.368864	-0.0267975	26.8087	36.6805	1.66667	
0.942212	-5.777	-3.03661	5.777	5.77186	3.39986	0.404856	-0.0293746	28.0389	38.3925	1.71186	
0.942203	-5.77696	-3.0366	5.77696	-2.74987	-1.61724	0.390649	-0.0283432	28.041	38.3955	1.71186	
0.941524	-5.77367	-3.03592	5.77367	-1.57877	-0.928908	0.41138	-0.0298423	28.2105	38.6317	1.71828	
0.939244	-5.76262	-3.03364	5.76262	1.20893	0.717565	0.410493	-0.0297606	28.7775	39.4227	1.73752	
0.939373	-5.76324	-3.03377	5.76324	-2.97237	-1.75744	0.418404	-0.0303346	28.7458	39.3783	1.73752	
0.9435	-5.78324	-3.0379	5.78324	-9.9737	-5.85612	0.391429	-0.0284099	27.7167	37.9437	1.7	
0.939835	-5.76548	-3.03423	5.76548	3.6152	2.13972	0.414043	-0.0300222	28.6309	39.218	1.73333	
0.937956	-5.75638	-3.03235	5.75638	0.515046	0.307573	0.433642	-0.0314277	29.0967	39.8683	1.75035	
0.937948	-5.75634	-3.03234	5.75634	-2.72779	-1.61704	0.42763	-0.0309917	29.0988	39.8713	1.75035	
0.937241	-5.75291	-3.03164	5.75291	-1.51319	-0.897375	0.440468	-0.0319163	29.2737	40.1156	1.75677	
0.935013	-5.74211	-3.02941	5.74211	1.1238	0.672818	0.438094	-0.0317253	29.8228	40.8834	1.77601	
0.935074	-5.74241	-3.02947	5.74241	-2.8326	-1.68856	0.44744	-0.0324027	29.8078	40.8625	1.77601	
0.936122	-5.74749	-3.03052	5.74749	-4.54763	-2.70658	0.438811	-0.0317867	29.5498	40.5015	1.76667	
0.933636	-5.73544	-3.02803	5.73544	1.57088	0.942318	0.46293	-0.0335116	30.1608	41.3566	1.78884	
0.933628	-5.7354	-3.02802	5.7354	-2.70564	-1.61738	0.4549	-0.0329301	30.1628	41.3594	1.78884	
0.932914	-5.73193	-3.02731	5.73193	-1.48327	-0.886974	0.470302	-0.0340386	30.3378	41.6045	1.79526	
0.930636	-5.72089	-3.02503	5.72089	1.21415	0.733352	0.466873	-0.0337698	30.8936	42.3838	1.81451	
0.930712	-5.72125	-3.02511	5.72125	-2.83431	-1.7043	0.477125	-0.034512	30.8752	42.358	1.81451	
0.932362	-5.72926	-3.02676	5.72926	-5.55817	-3.33312	0.464766	-0.0336331	30.4727	41.7935	1.8	
0.929254	-5.71418	-3.02365	5.71418	2.64267	1.59821	0.493361	-0.0356725	31.2296	42.8555	1.82734	
0.929246	-5.71414	-3.02364	5.71414	-2.682	-1.61742	0.482816	-0.0349097	31.2316	42.8583	1.82734	
0.928524	-5.71064	-3.02292	5.71064	-1.4539	-0.87704	0.500958	-0.0362146	31.4065	43.1039	1.83375	
0.926199	-5.69936	-3.02059	5.69936	1.30084	0.793051	0.497028	-0.0359081	31.9681	43.8937	1.853	
0.926288	-5.69979	-3.02068	5.69979	-2.83337	-1.71934	0.507667	-0.0366774	31.9465	43.8633	1.853	
0.928556	-5.71079	-3.02295	5.71079	-6.58575	-3.98054	0.492001	-0.0355675	31.3988	43.0931	1.83333	
0.92481	-5.69262	-3.0192	5.69262	3.72861	2.27545	0.524648	-0.0378891	32.302	44.3638	1.86583	
0.924801	-5.69258	-3.0192	5.69258	-2.6576	-1.61761	0.511329	-0.0369268	32.304	44.3666	1.86583	
0.924074	-5.68904	-3.01847	5.68904	-1.42479	-0.867405	0.532463	-0.0384456	32.4785	44.6125	1.87224	
0.9217	-5.67752	-3.0161	5.67752	1.38572	0.853101	0.527998	-0.038099	33.0453	45.412	1.89149	
0.921804	-5.67803	-3.0162	5.67803	-2.83193	-1.735	0.539018	-0.0388949	33.0206	45.3771	1.89149	
0.924704	-5.6921	-3.0191	5.6921	-7.62748	-4.64812	0.519983	-0.0375511	32.3274	44.3996	1.86667	
0.920306	-5.67075	-3.0147	5.67075	4.82549	2.97346	0.556748	-0.0401579	33.3767	45.88	1.90432	
0.920297	-5.67071	-3.01469	5.67071	-2.63243	-1.61791	0.54039	-0.0389774	33.3786	45.8828	1.90432	
0.919563	-5.66715	-3.01396	5.66715	-1.39595	-0.85806	0.56477	-0.040728	33.5526	46.1287	1.91073	
0.917142	-5.65539	-3.01154	5.65539	1.46866	0.913489	0.559746	-0.0403396	34.1239	46.9372	1.92998	
0.917261	-5.65597	-3.01166	5.65597	-2.82991	-1.75126	0.571133	-0.0411609	34.096	46.8977	1.92998	
0.920806	-5.67318	-3.0152	5.67318	-8.68052	-5.33518	0.548067	-0.0395371	33.2579	45.7122	1.9	
0.915743	-5.6486	-3.01014	5.6486	5.93015	3.69166	0.589616	-0.0424753	34.4523	47.4027	1.94281	
0.915735	-5.64856	-3.01013	5.64856	-2.60649	-1.61835	0.569944	-0.0410574	34.4543	47.4054	1.94281	
0.914995	-5.64496	-3.00939	5.64496	-1.36737	-0.848995	0.597831	-0.0430579	34.6274	47.6511	1.94923	
0.912527	-5.63297	-3.00692	5.63297	1.54955	0.974223	0.592223	-0.0426258	35.2025	48.4678	1.96847	
0.91266	-5.63362	-3.00706	5.63362	-2.82723	-1.76809	0.603961	-0.0434714	35.1715	48.4238	1.96847	
0.916863	-5.65404	-3.01126	5.65404	-9.74193	-6.04097	0.575441	-0.0414668	34.1895	47.0301	1.93333	
0.912876	-5.63467	-3.00727	5.63467	4.10488	2.5735	0.601437	-0.0432923	35.1213	48.3524	1.96667	
0.911124	-5.62615	-3.00552	5.62615	0.348246	0.222192	0.623199	-0.0448371	35.5276	48.9302	1.9813	
0.911116	-5.62611	-3.00551	5.62611	-2.57978	-1.6189	0.615697	-0.044297	35.5295	48.933	1.9813	
0.910348	-5.62238	-3.00474	5.62238	-1.30144	-0.81656	0.631682	-0.0454375	35.7068	49.1855	1.98772	
0.907945	-5.6107	-3.00234	5.6107	1.44151	0.916735	0.623949	-0.044851	36.2593	49.9731	2.00696	
0.908005	-5.61099	-3.0024	5.61099	-2.67547	-1.6915	0.637539	-0.0458287	36.2456	49.9536	2.00696	
0.908849	-5.61509	-3.00324	5.61509	-3.99421	-2.52178	0.629271	-0.0452451	36.0519	49.6772	2	
0.90645	-5.60343	-3.00085	5.60343	1.43501	0.916047	0.656794	-0.0471924	36.6009	50.461	2.01979	
0.906442	-5.60339	-3.00084	5.60339	-2.55306	-1.62006	0.646598	-0.0464594	36.6028	50.4636	2.01979	
0.905669	-5.59963	-3.00006	5.59963	-1.27322	-0.807665	0.665907	-0.0478366	36.7789	50.7153	2.02621	
0.90322	-5.58772	-2.99762	5.58772	1.51852	0.977119	0.656619	-0.0471368	37.3339	51.5098	2.04545	
0.903296	-5.58809	-2.99769	5.58809	-2.67305	-1.70947	0.671346	-0.0481949	37.3168	51.4854	2.04545	
0.904783	-5.59532	-2.99918	5.59532	-5.03169	-3.20924	0.658603	-0.0473001	36.9803	51.0034	2.03333	
0.901724	-5.58044	-2.99612	5.58044	2.52888	1.63103	0.691321	-0.049607	37.6709	51.9931	2.05828	
0.901716	-5.58041	-2.99611	5.58041	-2.52485	-1.62086	0.677797	-0.0486361	37.6727	51.9957	2.05828	
0.900938	-5.57662	-2.99533	5.57662	-1.24556	-0.79921	0.700598	-0.0502613	37.8473	52.2464	2.0647	
0.898445	-5.56449	-2.99284	5.56449	1.59143	1.03666	0.69057	-0.049507	38.4038	53.0466	2.08395	
0.898535	-5.56493	-2.99293	5.56493	-2.6677	-1.72659	0.705679	-0.0505912	38.3838	53.0177	2.08395	
0.900678	-5.57536	-2.99507	5.57536	-6.07788	-3.91726	0.689469	-0.0494594	37.9056	52.3301	2.06667	
0.896946	-5.5572	-2.99134	5.5572	3.62785	2.36737	0.72636	-0.0520504	38.7362	53.5253	2.09678	
0.896938	-5.55716	-2.99133	5.55716	-2.49592	-1.62179	0.709229	-0.0508222	38.7379	53.5279	2.09678	
0.896155	-5.55335	-2.99055	5.55335	-1.21817	-0.791007	0.735792	-0.0527141	38.9109	53.7773	2.10319	
0.893618	-5.541	-2.98801	5.541	1.6622	1.09668	0.724992	-0.0519031	39.4681	54.5823	2.12244	
0.893724	-5.54151	-2.98812	5.54151	-2.66172	-1.74432	0.740473	-0.0530124	39.4451	54.549	2.12244	
0.896535	-5.5552	-2.99093	5.5552	-7.12994	-4.6452	0.721179	-0.051673	38.8271	53.6564	2.1	
0.892118	-5.53369	-2.98651	5.53369	4.7287	3.12454	0.761854	-0.0545182	39.7953	55.0559	2.13527	
0.89211	-5.53365	-2.98651	5.53365	-2.46627	-1.62284	0.740829	-0.0530129	39.7971	55.0584	2.13527	
0.891323	-5.52982	-2.98572	5.52982	-1.19107	-0.783047	0.771424	-0.05519	39.9681	55.3063	2.14168	
0.888743	-5.51725	-2.98314	5.51725	1.73069	1.15715	0.759832	-0.054321	40.5253	56.1153	2.16093	
0.888863	-5.51784	-2.98326	5.51784	-2.65499	-1.76264	0.775661	-0.0554537	40.4994	56.0776	2.16093	
0.892354	-5.53484	-2.98675	5.53484	-8.185	-5.39239	0.752906	-0.0538814	39.744	54.9815	2.13333	
0.887242	-5.50994	-2.98164	5.50994	5.82825	3.90198	0.797737	-0.0570053	40.847	56.5834	2.17376	
0.887234	-5.5099	-2.98163	5.5099	-2.43591	-1.62399	0.772533	-0.0552032	40.8487	56.5859	2.17376	
0.886443	-5.50605	-2.98084	5.50605	-1.16423	-0.775319	0.807426	-0.0576838	41.0176	56.8319	2.18017	
0.883819	-5.49326	-2.97821	5.49326	1.7968	1.21809	0.795027	-0.0567557	41.574	57.6441	2.19942	
0.883955	-5.49392	-2.97835	5.49392	-2.64748	-1.78151	0.811178	-0.0579099	41.5453	57.6022	2.19942	
0.888136	-5.5143	-2.98253	5.5143	-9.24016	-6.15812	0.783641	-0.0560123	40.6555	56.3047	2.16667	
0.882319	-5.48595	-2.97671	5.48595	6.92326	4.69912	0.833942	-0.0595066	41.8898	58.1062	2.21225	
0.882311	-5.48591	-2.97671	5.48591	-2.40485	-1.62526	0.804273	-0.0573883	41.8915	58.1087	2.21225	
0.881516	-5.48203	-2.97591	5.48203	-1.13766	-0.767812	0.843731	-0.0601904	42.058	58.3527	2.21867	
0.878849	-5.46903	-2.97324	5.46903	1.86044	1.27948	0.830507	-0.0592022	42.6127	59.1672	2.23791	
0.879001	-5.46977	-2.9734	5.46977	-2.63911	-1.80094	0.846955	-0.0603758	42.5814	59.121	2.23791	
0.883881	-5.49356	-2.97828	5.49356	-10.2925	-6.9416	0.812179	-0.05798	41.561	57.625	2.2	
0.879591	-5.47265	-2.97399	5.47265	4.45665	3.05072	0.839987	-0.0598896	42.4591	58.9412	2.23333	
0.877349	-5.46172	-2.97174	5.46172	1.18296	0.819239	0.870396	-0.0620167	42.9223	59.6228	2.25074	
0.877341	-5.46168	-2.97174	5.46168	-2.37311	-1.62663	0.858004	-0.0611332	42.924	59.6253	2.25074	
0.876519	-5.45766	-2.97091	5.45766	-1.07299	-0.734122	0.880363	-0.0627112	43.0929	59.8743	2.25716	
0.873931	-5.44504	-2.96833	5.44504	1.73143	1.20885	0.864325	-0.0615213	43.6206	60.6539	2.2764	
0.874003	-5.44539	-2.9684	5.44539	-2.47874	-1.71591	0.883045	-0.062855	43.606	60.6323	2.2764	
0.875269	-5.45157	-2.96966	5.45157	-4.38268	-3.02702	0.870995	-0.0620209	43.3484	60.2514	2.26667	
0.872336	-5.43726	-2.96673	5.43726	2.27381	1.59343	0.906129	-0.0644662	43.9429	61.1314	2.28923	
0.872329	-5.43722	-2.96672	5.43722	-2.34146	-1.62862	0.89007	-0.063323	43.9445	61.1337	2.28923	
0.871503	-5.43319	-2.9659	5.43319	-1.04702	-0.726679	0.916801	-0.0652089	44.1105	61.3801	2.29565	
0.868873	-5.42035	-2.96327	5.42035	1.79151	1.27026	0.898666	-0.0638687	44.6354	62.1607	2.31489	
0.872514	-5.43813	-2.96691	5.43813	-8.1059	-5.64945	0.903648	-0.064293	43.907	61.0782	2.28786	
0.872508	-5.4381	-2.9669	5.4381	-2.34512	-1.63029	0.920857	-0.0655168	43.9083	61.08	2.28786	
0.87174	-5.43435	-2.96614	5.43435	-1.13953	-0.790868	0.913297	-0.0649649	44.0628	61.3093	2.29359	
0.869551	-5.42366	-2.96395	5.42366	1.10138	0.78168	0.899833	-0.0639624	44.5007	61.9601	2.31078	
0.869503	-5.42343	-2.9639	5.42343	-2.25987	-1.58497	0.918175	-0.0652674	44.5102	61.9743	2.31078	
0.870917	-5.43033	-2.96531	5.43033	-4.57175	-3.19906	0.905455	-0.0643907	44.2279	61.5544	2.3	
0.868	-5.41609	-2.9624	5.41609	2.23965	1.59076	0.937998	-0.0666465	44.8082	62.4183	2.32224	
0.867995	-5.41607	-2.96239	5.41607	-2.31648	-1.63229	0.923914	-0.0656453	44.8093	62.42	2.32224	
0.86725	-5.41243	-2.96164	5.41243	-1.15561	-0.812897	0.948449	-0.0673736	44.9564	62.6395	2.32797	
0.864893	-5.40092	-2.95929	5.40092	1.36246	0.979861	0.934806	-0.0663574	45.4183	63.3305	2.34516	
0.864963	-5.40126	-2.95936	5.40126	-2.41479	-1.71771	0.95271	-0.0676295	45.4046	63.31	2.34516	
0.866528	-5.4089	-2.96092	5.4089	-4.76005	-3.37598	0.938496	-0.0666522	45.0983	62.8515	2.33333	
0.863448	-5.39386	-2.95784	5.39386	2.48346	1.7888	0.974074	-0.0691145	45.6989	63.7515	2.35662	
0.863442	-5.39383	-2.95784	5.39383	-2.2858	-1.63331	0.95816	-0.0679848	45.7001	63.7532	2.35662	
0.862691	-5.39016	-2.95709	5.39016	-1.12694	-0.803636	0.983953	-0.0697992	45.8452	63.9713	2.36235	
0.860312	-5.37854	-2.95471	5.37854	1.39392	1.01733	0.970608	-0.0688031	46.3016	64.6587	2.37954	
0.860384	-5.37889	-2.95478	5.37889	-2.3859	-1.72156	0.987913	-0.0700311	46.2879	64.638	2.37954	
0.862102	-5.38729	-2.9565	5.38729	-4.9471	-3.55771	0.972973	-0.0690082	45.9586	64.1418	2.36667	
0.858856	-5.37142	-2.95325	5.37142	2.72595	1.99214	1.00966	-0.0715393	46.5783	65.0768	2.391	
0.85885	-5.37139	-2.95324	5.37139	-2.25532	-1.63491	0.99243	-0.0703181	46.5795	65.0785	2.391	
0.858093	-5.36769	-2.95249	5.36769	-1.09823	-0.794272	1.01968	-0.0722323	46.7225	65.295	2.39673	
0.855691	-5.35595	-2.95009	5.35595	1.42545	1.05625	1.00527	-0.0711595	47.1731	65.9786	2.41392	
0.855766	-5.35632	-2.95016	5.35632	-2.35864	-1.72714	1.02314	-0.0724263	47.1591	65.9573	2.41392	
0.85764	-5.36548	-2.95204	5.36548	-5.13162	-3.74365	1.00745	-0.0713564	46.808	65.4244	2.4	
0.854226	-5.34879	-2.94862	5.34879	2.96509	2.19965	1.04526	-0.0739573	47.4453	66.3929	2.42538	
0.85422	-5.34876	-2.94862	5.34876	-2.22432	-1.63657	1.02666	-0.0726406	47.4465	66.3946	2.42538	
0.853458	-5.34503	-2.94785	5.34503	-1.06976	-0.784989	1.0554	-0.0746569	47.5872	66.6092	2.43111	
0.851034	-5.33317	-2.94543	5.33317	1.45507	1.09519	1.03991	-0.0735069	48.0313	67.2883	2.4483	
0.851112	-5.33356	-2.94551	5.33356	-2.33076	-1.73284	1.05834	-0.074811	48.0171	67.2666	2.4483	
0.853143	-5.34349	-2.94754	5.34349	-5.31342	-3.93391	1.04199	-0.073701	47.6453	66.6979	2.43333	
0.849559	-5.32596	-2.94395	5.32596	3.20065	2.41148	1.08082	-0.0763631	48.2987	67.6985	2.45976	
0.849554	-5.32593	-2.94395	5.32593	-2.19282	-1.63828	1.06079	-0.0749477	48.2998	67.7002	2.45976	
0.848786	-5.32218	-2.94318	5.32218	-1.04154	-0.775781	1.09107	-0.0770685	48.4381	67.9128	2.46549	
0.84634	-5.31021	-2.94074	5.31021	1.48278	1.13418	1.07447	-0.0758394	48.8751	68.5868	2.48268	
0.846422	-5.3106	-2.94082	5.3106	-2.3023	-1.73867	1.09345	-0.0771803	48.8607	68.5645	2.48268	
0.848611	-5.32132	-2.94301	5.32132	-5.49211	-4.12848	1.07652	-0.0760369	48.4696	67.9613	2.46667	
0.844857	-5.30295	-2.93925	5.30295	3.43222	2.62762	1.11625	-0.0787519	49.1373	68.9924	2.49414	
0.844851	-5.30292	-2.93925	5.30292	-2.16084	-1.64005	1.09476	-0.0772346	49.1383	68.9941	2.49414	
0.844079	-5.29914	-2.93847	5.29914	-1.01357	-0.766643	1.1266	-0.0794621	49.274	69.2045	2.49987	
0.841612	-5.28706	-2.93601	5.28706	1.50857	1.17323	1.10887	-0.0781523	49.7034	69.8726	2.51706	
0.841696	-5.28747	-2.93609	5.28747	-2.27327	-1.74463	1.12839	-0.0795295	49.6888	69.8499	2.51706	
0.844046	-5.29897	-2.93844	5.29897	-5.66731	-4.32734	1.11097	-0.0783592	49.2798	69.2135	2.5	
0.84012	-5.27975	-2.93452	5.27975	3.65938	2.84808	1.1515	-0.0811188	49.96	70.2734	2.52852	
0.840114	-5.27972	-2.93451	5.27972	-2.12839	-1.64187	1.12849	-0.0794965	49.961	70.275	2.52852	
0.839337	-5.27591	-2.93373	5.27591	-0.985877	-0.757568	1.16193	-0.0818328	50.0939	70.483	2.53426	
0.836849	-5.26372	-2.93124	5.26372	1.53245	1.21234	1.14305	-0.0804409	50.515	71.1446	2.55145	
0.836936	-5.26415	-2.93133	5.26415	-2.24369	-1.75071	1.1631	-0.0818536	50.5003	71.1214	2.55145	
0.839448	-5.27646	-2.93384	5.27646	-5.83866	-4.5305	1.14527	-0.0806625	50.0749	70.4533	2.53333	
0.83535	-5.25638	-2.92974	5.25638	3.88174	3.07287	1.1865	-0.0834589	50.7656	71.5401	2.56291	
0.835344	-5.25635	-2.92974	5.25635	-2.0955	-1.64373	1.16192	-0.0817288	50.7667	71.5417	2.56291	
0.834562	-5.25252	-2.92896	5.25252	-0.95846	-0.748551	1.19699	-0.0841757	50.8965	71.7471	2.56864	
0.832053	-5.24022	-2.92645	5.24022	1.5544	1.25152	1.17693	-0.0827003	51.3087	72.4015	2.58583	
0.832144	-5.24066	-2.92654	5.24066	-2.21355	-1.7569	1.19751	-0.0841479	51.2939	72.378	2.58583	
0.834819	-5.25378	-2.92921	5.25378	-6.0058	-4.73792	1.17934	-0.0829417	50.8538	71.6796	2.56667	
0.830546	-5.23283	-2.92494	5.23283	4.09891	3.30197	1.22117	-0.0857673	51.5532	72.7914	2.59729	
0.83054	-5.2328	-2.92494	5.2328	-2.06218	-1.64562	1.19498	-0.0839266	51.5542	72.7929	2.59729	
0.829754	-5.22894	-2.92415	5.22894	-0.931331	-0.739587	1.23172	-0.0864859	51.6809	72.9955	2.60302	
0.827225	-5.21654	-2.92162	5.21654	1.57443	1.29076	1.21046	-0.0849258	52.0836	73.6421	2.62021	
0.827319	-5.217	-2.92171	5.217	-2.18289	-1.7632	1.23155	-0.0864074	52.0687	73.6182	2.62021	
0.830159	-5.23093	-2.92455	5.23093	-6.16839	-4.9496	1.21312	-0.0851914	51.6156	72.8912	2.6	
0.825711	-5.20911	-2.92011	5.20911	4.31052	3.53538	1.25545	-0.088039	52.3215	74.026	2.63167	
0.825705	-5.20908	-2.9201	5.20908	-2.02846	-1.64753	1.22761	-0.0860852	52.3224	74.0275	2.63167	
0.824914	-5.2052	-2.91931	5.2052	-0.904501	-0.730671	1.26604	-0.0887584	52.4458	74.227	2.6374	
0.822366	-5.1927	-2.91676	5.1927	1.59254	1.33007	1.24356	-0.0871125	52.8383	74.8651	2.65459	
0.822464	-5.19318	-2.91686	5.19318	-2.15171	-1.7696	1.26516	-0.0886272	52.8235	74.8409	2.65459	
0.82547	-5.20793	-2.91986	5.20793	-6.32607	-5.16551	1.24652	-0.0874059	52.3592	74.087	2.63333	
0.820845	-5.18523	-2.91524	5.18523	4.51619	3.77311	1.28927	-0.0902692	53.0694	75.2426	2.66605	
0.820839	-5.1852	-2.91523	5.1852	-1.99436	-1.64947	1.25973	-0.0881999	53.0703	75.2441	2.66605	
0.820044	-5.1813	-2.91444	5.1813	-0.877979	-0.721796	1.29988	-0.0909883	53.1901	75.4405	2.67178	
0.817477	-5.1687	-2.91187	5.1687	1.60872	1.36945	1.27617	-0.0892558	53.572	76.0693	2.68897	
0.817578	-5.16919	-2.91197	5.16919	-2.12004	-1.77609	1.29826	-0.0908026	53.5572	76.0449	2.68897	
0.820751	-5.18477	-2.91515	5.18477	-6.47853	-5.38564	1.27946	-0.0895798	53.0836	75.2659	2.66667	
0.81595	-5.16119	-2.91034	5.16119	4.71557	4.01513	1.32255	-0.0924529	53.7958	76.4401	2.70043	
0.815944	-5.16116	-2.91034	5.16116	-1.9599	-1.65143	1.29128	-0.0902661	53.7967	76.4416	2.70043	
0.815145	-5.15724	-2.90954	5.15724	-0.851774	-0.712958	1.33317	-0.0931707	53.9128	76.6345	2.70616	
0.812559	-5.14453	-2.90695	5.14453	1.62299	1.4089	1.30821	-0.0913508	54.2833	77.2536	2.72335	
0.812663	-5.14504	-2.90706	5.14504	-2.08788	-1.78267	1.33078	-0.0929288	54.2687	77.2289	2.72335	
0.816005	-5.16146	-2.9104	5.16146	-6.62545	-5.60995	1.31186	-0.0917073	53.7878	76.4268	2.7	
0.811025	-5.137	-2.90542	5.137	4.90832	4.26143	1.35523	-0.0945854	54.4997	77.6173	2.73481	
0.81102	-5.13697	-2.90541	5.13697	-1.9251	-1.65339	1.3222	-0.0922791	54.5005	77.6187	2.73481	
0.810216	-5.13302	-2.90461	5.13302	-0.825896	-0.704152	1.36585	-0.0953009	54.6127	77.8081	2.74054	
0.807613	-5.12022	-2.90201	5.12022	1.63536	1.44842	1.33962	-0.093393	54.9713	78.4166	2.75773	
0.80772	-5.12075	-2.90212	5.12075	-2.05526	-1.78933	1.36267	-0.095001	54.9568	78.3918	2.75773	
0.811231	-5.13801	-2.90563	5.13801	-6.76651	-5.83843	1.34364	-0.0937827	54.4708	77.5686	2.73333	
0.806073	-5.11265	-2.90047	5.11265	5.09411	4.51199	1.38724	-0.0966619	55.1798	78.7729	2.76919	
0.806067	-5.11262	-2.90046	5.11262	-1.88999	-1.65535	1.35242	-0.0942344	55.1807	78.7743	2.76919	
0.80526	-5.10865	-2.89966	5.10865	-0.800356	-0.695373	1.39784	-0.0973739	55.2888	78.9599	2.77492	
0.80264	-5.09576	-2.89703	5.09576	1.64582	1.48801	1.37034	-0.0953777	55.6349	79.5572	2.79211	
0.80275	-5.0963	-2.89714	5.0963	-2.0222	-1.79605	1.39383	-0.0970146	55.6206	79.5323	2.79211	
0.806432	-5.11441	-2.90083	5.11441	-6.90144	-6.07104	1.37471	-0.0958003	55.1316	78.6902	2.76667	
0.801094	-5.08815	-2.89549	5.08815	5.27263	4.7668	1.4185	-0.0986777	55.8353	79.9057	2.80357	
0.801088	-5.08812	-2.89548	5.08812	-1.8546	-1.6573	1.38187	-0.0961277	55.8361	79.9071	2.80357	
0.800278	-5.08413	-2.89467	5.08413	-0.775161	-0.686616	1.42907	-0.0993853	55.94	80.0887	2.8093	
0.79764	-5.07115	-2.89203	5.07115	1.65441	1.52766	1.40029	-0.0973005	56.273	80.6743	2.82649	
0.797753	-5.07171	-2.89215	5.07171	-1.98871	-1.80284	1.42422	-0.098965	56.2589	80.6493	2.82649	
0.801607	-5.09067	-2.896	5.09067	-7.02994	-6.30774	1.40499	-0.0977543	55.7692	79.7905	2.8	
0.796089	-5.06351	-2.89048	5.06351	5.44358	5.02582	1.44896	-0.100628	56.4649	81.0147	2.83795	
0.796083	-5.06349	-2.89048	5.06349	-1.81894	-1.65923	1.41049	-0.0979544	56.4657	81.016	2.83795	
0.795269	-5.05948	-2.88966	5.05948	-0.750321	-0.677877	1.45948	-0.10133	56.5653	81.1935	2.84368	
0.792615	-5.0464	-2.88701	5.0464	1.66113	1.56737	1.42942	-0.0991568	56.8845	81.7666	2.86087	
0.792731	-5.04698	-2.88713	5.04698	-1.95483	-1.80968	1.45377	-0.100848	56.8707	81.7416	2.86087	
0.796757	-5.0668	-2.89115	5.0668	-7.15175	-6.5485	1.4344	-0.099639	56.3826	80.8685	2.83333	
0.791059	-5.03874	-2.88545	5.03874	5.60668	5.28902	1.47854	-0.102509	57.0677	82.0985	2.87233	
0.791053	-5.03871	-2.88545	5.03871	-1.78304	-1.66114	1.43821	-0.0997105	57.0684	82.0998	2.87233	
0.790236	-5.03468	-2.88463	5.03468	-0.725844	-0.669151	1.489	-0.103204	57.1635	82.273	2.87806	
0.787565	-5.02152	-2.88196	5.02152	1.66599	1.60714	1.45765	-0.100942	57.4684	82.833	2.89525	
0.787685	-5.02211	-2.88208	5.02211	-1.92056	-1.81656	1.4824	-0.102658	57.455	82.8081	2.89525	
